# Spaceport America 0 MPH Case (Up to date)
# 1050 data points written for 54 variables.
#
# Time (s),Altitude (m),Vertical velocity (m/s),Vertical acceleration (m/s²),Total velocity (m/s),Total acceleration (m/s²),Position East of launch (m),Position North of launch (m),Lateral distance (m),Lateral direction (rad),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (rad),Longitude (rad),Gravitational acceleration (m/s²),Angle of attack (rad),Roll rate (rad/s),Pitch rate (rad/s),Yaw rate (rad/s),Mass (kg),Motor mass (kg),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),CP location (in),CG location (in),Stability margin calibers (​),Mach number (​),Reynolds number (​),Thrust (N),Drag force (N),Drag coefficient (​),Axial drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Coriolis acceleration (m/s²),Reference length (in),Reference area (cm²),Vertical orientation (zenith) (rad),Lateral orientation (azimuth) (rad),Wind velocity (m/s),Air temperature (°C),Air pressure (mbar),Speed of sound (m/s),Simulation time step (s),Computation time (s)
# Event IGNITION occurred at t=0 seconds
# Event LAUNCH occurred at t=0 seconds
22.54,3571.7600682868,37.8650905119,-9.9494260636,41.2262027638,9.9502301016,420.6458112007,0.3542377311,420.6459603575,8.4212807523e-4,16.3044385015,0.1264914261,0.5759587073,1.8675810255,9.7803956157,0.0091362638,-1.6439929656e-8,0.0840070535,-3.0939798516e-4,23.9147620156,3.342,13.7391303797,0.1132905588,82.6255083369,66.6121170688,2.5828050432,0.128509427,5.3635398454e6,0,4.8112481076,0.3933232321,0.3936519843,0.3104287328,0.0111999207,0.0716945786,0.0933359737,0.2227867939,3.260621767e-6,0,0,0,0,0.0178093437,0.0052041434,6.2,194.7783549651,1.1733343708,0.001842211,0,-17.320054451,542.2523037482,320.8029470027,0.05,0.3196149
22.59,3573.640888183,37.367748168,-9.9442803127,40.7673534992,9.9450851774,421.4608737345,0.3556800927,421.4610238176,8.4392177415e-4,16.2981136388,0.1265237006,0.5759587076,1.8675811781,9.7803897693,0.0095787037,-2.204487417e-8,0.0855913254,-2.9950823247e-4,23.9147620156,3.342,13.7391303797,0.1132905588,82.6016064726,66.6121170688,2.5789499038,0.1270820469,5.3029285572e6,0,4.7037946379,0.3932939285,0.3936548989,0.3104400768,0.0111871108,0.0716667409,0.0979538525,0.233257764,5.5088026796e-5,0,0,0,0,0.0189059082,0.0051496779,6.2,194.7783549651,1.1690944851,0.001846562,0,-17.3322797803,542.1128066758,320.7955384531,0.05,0.3199665
22.64,3575.4968473784,36.870662166,-9.9391719708,40.3096518497,9.939978059,422.2756199662,0.357125509,422.2757709797,8.4571641594e-4,16.2917863873,0.126587314,0.5759587078,1.8675813306,9.7803839991,0.0100450061,0,0.0872054852,-2.8533847864e-4,23.9147620156,3.342,13.7391303797,0.1132905588,82.5765234666,66.6121170688,2.5749042577,0.1256581399,5.2424989056e6,0,4.5978935598,0.3932650117,0.3936615282,0.3104512669,0.0111744641,0.0716392807,0.1028308662,0.2449248607,-4.5113487833e-4,0,0,0,0,0.0200739386,0.0050953843,6.2,194.7783549651,1.164774669,0.0018502358,0,-17.344343515,541.9751534774,320.7882278299,0.05,0.3203106
22.69,3577.3279586439,36.3738306771,-9.9340995252,39.8531254404,9.9349072482,423.0900497364,0.3585739692,423.0902016842,8.4751197426e-4,16.2854551439,0.1266832823,0.575958708,1.867581483,9.7803783053,0.0105366198,-1.4927068043e-8,0.088861924,-2.7272630694e-4,23.9147620156,3.342,13.7391303797,0.1132905588,82.5501923325,66.6121170688,2.5706573006,0.1242377938,5.1822540055e6,0,4.4935416243,0.3932364809,0.3936722344,0.3104623035,0.01116198,0.0716121975,0.1079838137,0.2563211857,1.6564434379e-4,0,0,0,0,0.021324052,0.0050412668,6.2,194.7783549651,1.1603730086,0.0018532678,0,-17.3562457382,541.8393432059,320.7810150826,0.05,0.3206555
22.74,3579.1342346609,35.8772519353,-9.9290618553,39.3978032213,9.9298716259,423.9041628049,0.3600254594,423.9043156912,8.493084155e-4,16.2791182882,0.1268115964,0.5759587082,1.8675816353,9.7803726877,0.0110548371,-9.5633267833e-9,0.0905551866,-2.5853901428e-4,23.9147620156,3.342,13.7391303797,0.1132905588,82.5225552993,66.6121170688,2.5661997146,0.1228211003,5.1221971437e6,0,4.3907355692,0.3932083353,0.3936873994,0.3104731867,0.0111496581,0.0715854906,0.113428072,0.2681003244,1.0661953225e-4,0,0,0,0,0.0226592602,0.0049873296,6.2,194.7783549651,1.1558875332,0.0018558281,0,-17.3679865323,541.7053749206,320.7739001614,0.05,0.3210022
22.79,3580.9156880241,35.3809242475,-9.9240571671,38.9437155336,9.924869419,424.71795885,0.3614799636,424.7181126788,8.511057016e-4,16.2727741629,0.1269737346,0.5759587085,1.8675817876,9.7803671462,0.0116013721,0,0.0922917573,-2.3983977147e-4,23.9147620156,3.342,13.7391303797,0.1132905588,82.4935339497,66.6121170688,2.5615188517,0.1214081558,5.0623317871e6,0,4.2894726621,0.3931805741,0.393707476,0.3104839167,0.011137498,0.0715591594,0.1191836934,0.281134569,4.4850032263e-4,0,0,0,0,0.0240887432,0.0049335773,6.2,194.7783549651,1.1513162796,0.0018578196,0,-17.3795659791,541.5732476875,320.7668830167,0.05,0.3213548
22.84,3582.6723312453,34.8848459978,-9.9190839036,38.4908941793,9.9198990829,425.5314374659,0.3629374636,425.5315922413,8.529037896e-4,16.26642107,0.1271704658,0.5759587087,1.8675819399,9.780361681,0.0121778731,-1.5057079796e-8,0.0940677746,-2.2389005588e-4,23.9147620156,3.342,13.7391303797,0.1132905588,82.4630546822,66.6121170688,2.5566028409,0.1199990607,5.0026615923e6,0,4.1897502546,0.3931531966,0.3937329532,0.3104944939,0.0111254993,0.0715332034,0.1252703244,0.2946995868,4.445041287e-4,0,0,0,0,0.0256170325,0.0048800144,6.2,194.7783549651,1.1466573015,0.00185924,0,-17.39098416,541.4429605786,320.759963599,0.05,0.3217038
22.89,3584.4041767579,34.3890156519,-9.9141405768,38.0393724953,9.9149591387,426.344598161,0.3643979384,426.344753887,8.5470263082e-4,16.260057267,0.1274022927,0.5759587089,1.8675820921,9.7803562918,0.0127860131,-1.9364895664e-8,0.0958861737,-2.0518783214e-4,23.9147620156,3.342,13.7391303797,0.1132905588,82.431044117,66.6121170688,2.5514398465,0.1185939207,4.9431904148e6,0,4.0915658623,0.393126202,0.3937643666,0.3105049185,0.0111136615,0.071507622,0.131708181,0.3083889415,4.4674712002e-4,0,0,0,0,0.0272526268,0.0048266459,6.2,194.7783549651,1.1419084985,0.0018601062,0,-17.4022411558,541.3145126716,320.7531418596,0.05,0.3220505
22.94,3586.1112369202,33.8934317529,-9.9092257698,37.5891854323,9.9100481754,427.1574403555,0.365861365,427.157597036,8.5650217231e-4,16.2536809823,0.1276694228,0.5759587091,1.8675822442,9.7803509787,0.0134274865,-1.7082660649e-8,0.0977481293,-1.8663058557e-4,23.9147620156,3.342,13.7391303797,0.1132905588,82.3974294145,66.6121170688,2.5460181203,0.1171928462,4.8839223189e6,0,3.9949171561,0.3930995895,0.3938023017,0.3105151906,0.0111019843,0.0714824146,0.1385180369,0.3236677283,3.7581523539e-4,0,0,0,0,0.0290037505,0.0047734768,6.2,194.7783549651,1.1370677492,0.0018605524,0,-17.4133370468,541.1879030501,320.7464177496,0.05,0.3224
22.99,3587.7935240199,33.3980929264,-9.9043372973,37.1403696375,9.9051640353,427.9699633804,0.3673277191,427.9701210195,8.5830235833e-4,16.2472904108,0.1279736992,0.5759587093,1.8675823963,9.7803457417,0.014104498,-8.4495878801e-9,0.0996495244,-1.6782933298e-4,23.9147620156,3.342,13.7391303797,0.1132905588,82.3621134312,66.6121170688,2.5403219939,0.1157959531,4.824861589e6,0,3.8998024812,0.3930733584,0.3938474505,0.3105253105,0.0110904672,0.0714575807,0.1457264762,0.339210351,-8.6703157789e-5,0,0,0,0,0.0308760046,0.0047205124,6.2,194.7783549651,1.1321328948,0.0018607405,0,-17.4242719129,541.0631308026,320.7397912208,0.05,0.3227752
23.04,3589.4510502783,32.902997892,-9.8994737015,36.6929635415,9.9003052649,428.7821664752,0.3687969753,428.7823250769,8.6010313204e-4,16.2408836944,0.1283151312,0.5759587096,1.8675825483,9.7803405807,0.0148189072,0,0.1015957447,-1.4531319724e-4,23.9147620156,3.342,13.7391303797,0.1132905588,82.3250187798,66.6121170688,2.5343389856,0.1144033627,4.7660127404e6,0,3.8062199728,0.393047508,0.3939005308,0.3105352785,0.0110791099,0.0714331197,0.1533568484,0.3553599234,-1.5694210451e-4,0,0,0,0,0.0328812665,0.0046677584,6.2,194.7783549651,1.1271017892,0.0018606121,0,-17.4350458336,540.9401950228,320.7332622249,0.05,0.3231293
23.09,3591.0838278547,32.4081454638,-9.8946326841,36.2470074506,9.8954695937,429.5940487852,0.3702691076,429.5942083535,8.6190443492e-4,16.2344589292,0.1286954827,0.5759587098,1.8675827002,9.7803354956,0.0155731424,-1.5194294554e-8,0.1035879523,-1.2834287533e-4,23.9147620156,3.342,13.7391303797,0.1132905588,82.2860413868,66.6121170688,2.5280523094,0.1130152022,4.7073805314e6,0,3.7141685274,0.3930220377,0.39396239,0.3105450947,0.0110679119,0.071409031,0.1614390593,0.373462704,2.17041065e-4,0,0,0,0,0.0350297681,0.0046152204,6.2,194.7783549651,1.1219722085,0.0018601399,0,-17.4456588878,540.8190948087,320.726830714,0.05,0.3234788
23.14,3592.6918688521,31.9135345544,-9.8898124689,35.8025436452,9.8906552563,430.4056093595,0.3717440885,430.4057698984,8.6370620635e-4,16.2280141641,0.1291151796,0.57595871,1.8675828521,9.7803304865,0.0163694074,-1.0130445888e-8,0.1056287029,-1.083200912e-4,23.9147620156,3.342,13.7391303797,0.1132905588,82.2450912065,66.6121170688,2.5214474416,0.1116316051,4.6489699758e6,0,3.6236469544,0.3929969466,0.3940339266,0.3105547595,0.011056873,0.0713853141,0.1700011628,0.3908537635,2.7137007926e-4,0,0,0,0,0.037333543,0.0045629044,6.2,194.7783549651,1.1167418629,0.0018594167,0,-17.4561111542,540.6998292627,320.7204966405,0.05,0.3238187
23.19,3594.2751853211,31.419164178,-9.8850108941,35.3596164826,9.8858601114,431.2168471484,0.3732218902,431.2170086618,8.6550838506e-4,16.221547403,0.1295753244,0.5759587103,1.8675830039,9.7803255533,0.0172102186,-8.9465622439e-9,0.10771451,-9.1377430303e-5,23.9147620156,3.342,13.7391303797,0.1132905588,82.2020651694,66.6121170688,2.5145077582,0.1102527112,4.5907863565e6,0,3.5346545648,0.3929722342,0.3941161585,0.3105642729,0.0110459927,0.0713619686,0.179075179,0.4107371372,2.6854046408e-4,0,0,0,0,0.0398012222,0.0045108168,6.2,194.7783549651,1.1114084605,0.0018584656,0,-17.4664027113,540.5823974911,320.714259957,0.05,0.324162
23.24,3595.8337892661,30.9250334538,-9.8802259158,34.9182725066,9.8810821301,432.0277610013,0.3747024844,432.0279234931,8.6731090977e-4,16.2150566058,0.1300765761,0.5759587105,1.8675831557,9.7803206959,0.0180981087,-1.1096770606e-8,0.1098464091,-7.1327176288e-5,23.9147620156,3.342,13.7391303797,0.1132905588,82.1568625456,66.6121170688,2.5072170124,0.1088786671,4.5328352395e6,0,3.4471908422,0.3929478997,0.3942101974,0.3105736353,0.0110352708,0.0713389937,0.1886939816,0.4302778588,-3.0852203817e-4,0,0,0,0,0.0424452707,0.0044589641,6.2,194.7783549651,1.1059695672,0.0018573787,0,-17.4765336369,540.4667986035,320.708120616,0.05,0.3244965
23.29,3597.3676926499,30.4311416127,-9.8754551863,34.4785605632,9.8763189874,432.8383496645,0.3761858425,432.8385131386,8.6911371906e-4,16.2085396832,0.1306200735,0.5759587107,1.8675833074,9.7803159143,0.0190358873,-1.5481291797e-8,0.1120272104,-5.5015360987e-5,23.9147620156,3.342,13.7391303797,0.1132905588,82.1093721606,66.6121170688,2.4995572729,0.1075096267,4.4751224886e6,0,3.3612557478,0.3929239426,0.3943172927,0.3105828467,0.0110247068,0.0713163891,0.1988942052,0.4516074816,4.6524583141e-4,0,0,0,0,0.0452805684,0.0044073531,6.2,194.7783549651,1.100422809,0.0018561092,0,-17.4865040089,540.3530317126,320.7020785706,0.05,0.3248535
23.34,3598.8769074,29.9374880045,-9.8706962202,34.0405319219,9.8715682217,433.6486117782,0.3776719359,433.6487762386,8.7091675185e-4,16.2019944916,0.1312070325,0.5759587109,1.8675834591,9.7803112085,0.0200265473,-9.5033856686e-9,0.1142618399,-3.53797111e-5,23.9147620156,3.342,13.7391303797,0.1132905588,82.0594776021,66.6121170688,2.4915097634,0.1061457515,4.4176542816e6,0,3.2768496218,0.3929003622,0.3944388321,0.3105919076,0.0110143004,0.0712941542,0.2097153389,0.4746032764,1.3218245657e-4,0,0,0,0,0.0483251076,0.0043559911,6.2,194.7783549651,1.094765691,0.0018547071,0,-17.4963139047,540.2410959339,320.6961337737,0.05,0.3251997
23.39,3600.3614454139,29.4440720872,-9.8659471462,33.6042403924,9.8668279938,434.4585458746,0.3791607356,434.4587113252,8.7271994753e-4,16.1954188359,0.1318391729,0.5759587112,1.8675836106,9.7803065785,0.0210731428,-1.1442251167e-8,0.1165442828,-1.9707150461e-5,23.9147620156,3.342,13.7391303797,0.1132905588,82.0070637016,66.6121170688,2.4830559085,0.1047872107,4.3604660555e6,0,3.1939942264,0.3928771582,0.3945763372,0.310600818,0.0110040519,0.0712722884,0.2211985021,0.4976079643,1.5625020199e-4,0,0,0,0,0.0515889704,0.0043048854,6.2,194.7783549651,1.0889956548,0.0018531415,0,-17.5059634018,540.1345739634,320.6902861785,0.05,0.3255531
23.44,3601.8213185648,28.9508934254,-9.8612052343,33.1697424338,9.8620955875,435.2681503734,0.3806522127,435.2683168181,8.7452324578e-4,16.1888104256,0.1325168053,0.5759587114,1.8675837622,9.7803020242,0.0221788224,0,0.1188809151,-1.8972591587e-6,23.9147620156,3.342,13.7391303797,0.1132905588,81.9520152812,66.6121170688,2.474177131,0.103434182,4.3035518678e6,0,3.1126803234,0.3928543301,0.3947314766,0.3106095781,0.0109939606,0.0712507913,0.2333869006,0.522446906,-2.1762289903e-4,0,0,0,0,0.0550938547,0.0042540438,6.2,194.7783549651,1.0831101588,0.0018514885,0,-17.5154525773,540.0320000803,320.6845357382,0.05,0.3259351
23.49,3603.2565387081,28.4579517504,-9.8564671604,32.7370973912,9.857367703,436.0774235798,0.3821463382,436.0775910223,8.7632658734e-4,16.1821669679,0.1332409378,0.5759587116,1.8675839136,9.7802975455,0.023347188,-8.9066072628e-9,0.1212666381,1.3112673605e-5,23.9147620156,3.342,13.7391303797,0.1132905588,81.8942000257,66.6121170688,2.4648520898,0.102086852,4.2469008676e6,0,3.0328961164,0.3928318767,0.3949061405,0.3106181883,0.010984026,0.0712296624,0.2463299307,0.5484621842,1.2657235169e-4,0,0,0,0,0.0588525673,0.0042034744,6.2,194.7783549651,1.077106594,0.0018497524,0,-17.5247815082,539.9311583714,320.678882406,0.05,0.3263048
23.54,3604.6671176895,27.9652469416,-9.8517300659,32.3063675987,9.8526415076,436.8863636827,0.3836430835,436.886532127,8.7812991385e-4,16.1754861107,0.1340126283,0.5759587118,1.867584065,9.7802931425,0.0245818834,-1.6806788447e-8,0.1237059433,2.6290523308e-5,23.9147620156,3.342,13.7391303797,0.1132905588,81.8334893992,66.6121170688,2.4550600533,0.1007454165,4.1905207017e6,0,2.95464344,0.3928097977,0.3951023926,0.3106266486,0.0109742479,0.0712089011,0.2600788073,0.5753505676,4.2259706405e-4,0,0,0,0,0.0628880239,0.0041531857,6.2,194.7783549651,1.0709823503,0.001848051,0,-17.5339502716,539.8320480044,320.6733261354,0.05,0.3284777
23.59,3606.0530673523,27.47277903,-9.8469906377,31.8776185344,9.8479137239,437.6949687523,0.3851424202,437.6951382021,8.7993316879e-4,16.1687654381,0.1348335796,0.5759587121,1.8675842164,9.7802888151,0.0258869652,-1.5725361453e-8,0.126200396,3.8262292895e-5,23.9147620156,3.342,13.7391303797,0.1132905588,81.769741209,66.6121170688,2.4447780871,0.0994100814,4.1344194241e6,0,2.8779248118,0.3927880923,0.3953225511,0.3106349593,0.010964626,0.071188507,0.2746908482,0.6040590761,-3.9902856466e-4,0,0,0,0,0.0672222083,0.0041031866,6.2,194.7783549651,1.0647347832,0.0018464721,0,-17.5429589444,539.7346681473,320.6678668797,0.05,0.3289705
23.64,3607.4143995457,26.9805482057,-9.8422459495,31.4509189903,9.8431814481,438.503236736,0.386644321,438.5034071952,8.8173629831e-4,16.1620024705,0.1357044154,0.5759587123,1.8675843676,9.7802845632,0.0272663399,-5.164990034e-9,0.1287483783,5.1157359535e-5,23.9147620156,3.342,13.7391303797,0.1132905588,81.7028275691,66.6121170688,2.4339855646,0.0980810627,4.078605518e6,0,2.8027426595,0.3927667602,0.3955691049,0.3106431206,0.01095516,0.0711684796,0.290223375,0.6340487824,-3.7390047881e-4,0,0,0,0,0.0718753434,0.0040534863,6.2,194.7783549651,1.0583611805,0.0018449923,0,-17.5518076037,539.6390179673,320.6625045922,0.05,0.3293926
23.69,3608.751126132,26.4885548239,-9.8374923035,31.0263412499,9.8384410227,439.3111654558,0.3881487591,439.3113369281,8.8353925112e-4,16.1551946661,0.1366269894,0.5759587125,1.8675845188,9.7802803869,0.0287245477,-1.7473555616e-8,0.1313520597,6.1431279555e-5,23.9147620156,3.342,13.7391303797,0.1132905588,81.6325977875,66.6121170688,2.4226581804,0.0967585873,4.0230879183e6,0,2.7291003873,0.3927458006,0.3958448796,0.3106511326,0.0109458497,0.0711488183,0.3067427104,0.6666311434,2.6729302566e-4,0,0,0,0,0.0768733349,0.0040040944,6.2,194.7783549651,1.0518587599,0.0018436089,0,-17.5604963265,539.5450966312,320.6572392261,0.05,0.3298201
23.74,3610.063258996,25.9967994145,-9.832726264,30.6039612763,9.8336890422,440.118752605,0.3896557087,440.1189250943,8.8534197786e-4,16.1483394195,0.1376023089,0.5759587128,1.86758467,9.780276286,0.0302660619,-5.6652671428e-9,0.1340158229,7.1870587323e-5,23.9147620156,3.342,13.7391303797,0.1132905588,81.5589129865,66.6121170688,2.4107735351,0.0954428937,3.967876036e6,0,2.6570013911,0.3927252133,0.3961529251,0.3106589957,0.0109366949,0.0711295226,0.3243165322,0.6992161613,2.294752101e-4,0,0,0,0,0.0822469771,0.003955021,6.2,194.7783549651,1.0452246855,0.0018423573,0,-17.5690251901,539.4529033037,320.6520707348,0.05,0.330235
23.79,3611.3508100532,25.5052826897,-9.8279441488,30.1838589096,9.8289218578,440.9259957452,0.3911651446,440.9261692552,8.8714443196e-4,16.1414340625,0.1386315076,0.575958713,1.8675848211,9.7802722606,0.0318956315,-1.6025980745e-8,0.1367307199,7.9746719223e-5,23.9147620156,3.342,13.7391303797,0.1132905588,81.4816303924,66.6121170688,2.3983086006,0.0941342325,3.9129797838e6,0,2.5864495118,0.3927049975,0.3964966017,0.3106667099,0.0109276954,0.0711105922,0.3430179759,0.7346911001,-1.8065375231e-4,0,0,0,0,0.0880127829,0.0039062766,6.2,194.7783549651,1.0384561646,0.0018413041,0,-17.577394272,539.3624371477,320.6469990712,0.05,0.3306818
23.84,3612.6137912599,25.0140055624,-9.8231416692,29.7661180733,9.824135227,441.7328923025,0.3926770425,441.733066837,8.8894656918e-4,16.1344758477,0.1397165206,0.5759587132,1.8675849721,9.7802683107,0.0336185414,-1.0164937805e-8,0.1395071269,8.6436970071e-5,23.9147620156,3.342,13.7391303797,0.1132905588,81.4005922588,66.6121170688,2.3852379339,0.0928328668,3.8584096028e6,0,2.5174494111,0.392685153,0.3968796661,0.3106742755,0.010918851,0.0710920265,0.3629289429,0.7712179071,-4.2720876501e-4,0,0,0,0,0.0942131373,0.0038578721,6.2,194.7783549651,1.0315503234,0.0018404409,0,-17.5856036499,539.2736973232,320.6420241882,0.05,0.3311003
23.89,3613.8522146229,24.522969151,-9.8183146447,29.3508269936,9.8193250085,442.5394395639,0.3941913791,442.5396151266,8.9074834825e-4,16.1274619587,0.1408586511,0.5759587135,1.867585123,9.780264436,0.035440106,-1.8089782842e-8,0.1423410758,9.2374762675e-5,23.9147620156,3.342,13.7391303797,0.1132905588,81.3156507879,66.6121170688,2.3715376966,0.0915390734,3.8041764909e6,0,2.4500058002,0.3926656792,0.3973061847,0.3106816927,0.0109101615,0.071073825,0.3841346213,0.8102178554,-4.8068779013e-4,0,0,0,0,0.1008748447,0.003809819,6.2,194.7783549651,1.0245042566,0.001839779,0,-17.5936534018,539.1866829865,320.6371460385,0.05,0.331499
23.94,3615.0660922107,24.0321747939,-9.813458588,28.9380784271,9.8144867579,443.3456346737,0.3957081318,443.3458112683,8.9254973033e-4,16.120389503,0.142059361,0.5759587137,1.8675852739,9.7802606368,0.0373659564,-1.7185228671e-8,0.1452342121,9.8344366555e-5,23.9147620156,3.342,13.7391303797,0.1132905588,81.2266556712,66.6121170688,2.3571836455,0.0902531431,3.750292032e6,0,2.384123825,0.3926465757,0.3977806206,0.3106889617,0.0109016268,0.0710559873,0.4067271217,0.8503288159,9.2651710523e-6,0,0,0,0,0.1080342754,0.0037621291,6.2,194.7783549651,1.017315032,0.0018393064,0,-17.6015436061,539.1013932896,320.6323645747,0.05,0.3319192
23.99,3616.2554361642,23.5416240625,-9.8085687449,28.5279699007,9.8096157665,444.1514746297,0.3972272788,444.15165226,8.9435067899e-4,16.1132555108,0.1433201461,0.5759587139,1.8675854247,9.7802569128,0.0394020075,-1.6536037756e-8,0.1481869222,1.0329364197e-4,23.9147620156,3.342,13.7391303797,0.1132905588,81.1334568676,66.6121170688,2.3421515805,0.0889753817,3.6967684274e6,0,2.3198089781,0.3926278421,0.3983078521,0.3106960826,0.0108932467,0.0710385128,0.4308054904,0.8935521301,2.7968375403e-4,0,0,0,0,0.1157287058,0.003714815,6.2,194.7783549651,1.0099796798,0.0018390179,0,-17.6092743419,539.0178273794,320.6276797488,0.05,0.3323024
24.04,3617.4202587091,23.0513187752,-9.8036398695,28.1206039621,9.8047068423,444.9569562793,0.3987487993,444.9571349489,8.9615116002e-4,16.1060569326,0.1446429084,0.5759587142,1.8675855755,9.7802532641,0.0415546184,-8.3964946919e-9,0.1511993709,1.0743348039e-4,23.9147620156,3.342,13.7391303797,0.1132905588,81.0358986342,66.6121170688,2.3264163815,0.0877061103,3.6436185278e6,0,2.2570673119,0.392609478,0.3988932435,0.3107030557,0.0108850212,0.0710214011,0.4564780704,0.9379525814,1.8447037247e-4,0,0,0,0,0.123997736,0.0036678895,6.2,194.7783549651,1.0024952182,0.0018389407,0,-17.6168456885,538.9359843971,320.6230915128,0.05,0.3326918
