# Spaceport America 0 MPH Case (Up to date)
# 1050 data points written for 54 variables.
#
# Time (s),Altitude (m),Vertical velocity (m/s),Vertical acceleration (m/s²),Total velocity (m/s),Total acceleration (m/s²),Position East of launch (m),Position North of launch (m),Lateral distance (m),Lateral direction (rad),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (rad),Longitude (rad),Gravitational acceleration (m/s²),Angle of attack (rad),Roll rate (rad/s),Pitch rate (rad/s),Yaw rate (rad/s),Mass (kg),Motor mass (kg),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),CP location (in),CG location (in),Stability margin calibers (​),Mach number (​),Reynolds number (​),Thrust (N),Drag force (N),Drag coefficient (​),Axial drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Coriolis acceleration (m/s²),Reference length (in),Reference area (cm²),Vertical orientation (zenith) (rad),Lateral orientation (azimuth) (rad),Wind velocity (m/s),Air temperature (°C),Air pressure (mbar),Speed of sound (m/s),Simulation time step (s),Computation time (s)
# Event IGNITION occurred at t=0 seconds
# Event LAUNCH occurred at t=0 seconds
165.4413044736,667.7318803475,-20.1021558309,0.019949518,20.1021564676,0.0199495205,529.685037175,0.5793380454,529.6853539977,0.0010937402,0.005059486,1.0128819468e-5,0.5759587418,1.8676014327,9.7892742141,NaN,NaN,NaN,NaN,23.9147620156,3.342,NaN,NaN,NaN,NaN,NaN,0.0605418158,3.3470838636e6,0,234.5852733606,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002459988,NaN,NaN,NaN,NaN,0,1.4907805623,787.4114556418,332.2023130208,0.5,0.384785
165.9413044736,657.6832899646,-20.0922057007,0.0199002604,20.0922063364,0.019900263,529.6875656557,0.5793384595,529.6878824773,0.0010937358,0.0050544367,1.0098651088e-5,0.5759587418,1.8676014332,9.7893050994,NaN,NaN,NaN,NaN,23.9147620156,3.342,NaN,NaN,NaN,NaN,NaN,0.060504577,3.3481153411e6,0,234.5848339717,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002458768,NaN,NaN,NaN,NaN,0,1.5561287777,788.3791486499,332.2419140393,0.5,0.3848547
166.4413044736,647.6396685155,-20.0822800959,0.0198512096,20.0822807307,0.0198512121,529.6900916154,0.5793388729,529.6904084359,0.0010937313,0.0050494023,1.0068625843e-5,0.5759587418,1.8676014337,9.7893359696,NaN,NaN,NaN,NaN,23.9147620156,3.342,NaN,NaN,NaN,NaN,NaN,0.0604674248,3.3491443366e6,0,234.584399164,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0024575509,NaN,NaN,NaN,NaN,0,1.6214446152,789.3463621972,332.2814954368,0.5,0.3852249
166.9413044736,637.601003763,-20.0723789138,0.0198023642,20.0723795476,0.0198023668,529.6926150617,0.5793392857,529.6929318812,0.0010937269,0.005044383,1.0038742905e-5,0.5759587418,1.8676014342,9.7893668247,NaN,NaN,NaN,NaN,23.9147620156,3.342,NaN,NaN,NaN,NaN,NaN,0.0604303588,3.3501708584e6,0,234.5839689089,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0024563369,NaN,NaN,NaN,NaN,0,1.6867281546,790.3130974664,332.3210572617,0.5,0.3853775
167.4413044736,627.5672835215,-20.0625020522,0.0197537231,20.0625026851,0.0197537257,529.695136002,0.5793396978,529.6954528204,0.0010937225,0.0050393785,1.0009001428e-5,0.5759587418,1.8676014346,9.7893976647,NaN,NaN,NaN,NaN,23.9147620156,3.342,NaN,NaN,NaN,NaN,NaN,0.0603933787,3.3511949145e6,0,234.5835431782,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0024551259,NaN,NaN,NaN,NaN,0,1.7519794755,791.2793556354,332.3605995622,0.5,0.3854653
167.9413044736,617.5384956561,-20.0526494097,0.0197052851,20.0526500416,0.0197052876,529.6976544438,0.5793401094,529.6979712612,0.001093718,0.0050343888,9.9794005513e-6,0.5759587418,1.8676014351,9.7894284897,NaN,NaN,NaN,NaN,23.9147620156,3.342,NaN,NaN,NaN,NaN,NaN,0.0603564841,3.3522165131e6,0,234.5831219438,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0024539178,NaN,NaN,NaN,NaN,0,1.8171986571,792.2451378772,332.4001223862,0.5,0.385542
168.4413044736,607.5146280824,-20.0428208852,0.0196570489,20.0428215162,0.0196570515,529.7001703944,0.5793405203,529.7004872107,0.0010937136,0.0050294138,9.949939407e-6,0.5759587418,1.8676014356,9.7894592996,NaN,NaN,NaN,NaN,23.9147620156,3.342,NaN,NaN,NaN,NaN,NaN,0.0603196746,3.353235662e6,0,234.5827051777,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0024527127,NaN,NaN,NaN,NaN,0,1.8823857782,793.2104453598,332.4396257816,0.5,0.3856937
168.9413044736,597.4956687664,-20.0330163785,0.0196090134,20.0330170086,0.0196090159,529.7026838612,0.5793409307,529.7030006765,0.0010937092,0.0050244535,9.9206171233e-6,0.5759587418,1.867601436,9.7894900946,NaN,NaN,NaN,NaN,23.9147620156,3.342,NaN,NaN,NaN,NaN,NaN,0.0602829499,3.3542523694e6,0,234.5822928525,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0024515105,NaN,NaN,NaN,NaN,0,1.9475409175,794.1752792463,332.479109796,0.5,0.385776
169.4413044736,587.4816206327,-20.0231761566,0.0196804437,20.0231767858,0.0196804462,529.7051948477,0.5793413404,529.7055116619,0.0010937048,0.0050194928,9.9213458523e-6,0.5759587418,1.8676014365,9.7895208746,NaN,NaN,NaN,NaN,23.9147620156,3.342,NaN,NaN,NaN,NaN,NaN,0.0602463097,3.3552974464e6,0,234.5847371665,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0024503113,NaN,NaN,NaN,NaN,0,2.012664153,795.149308611,332.5185744767,0.5,0.3858767
169.9413044736,577.4725558642,-20.0130829171,0.020186479,20.0130835453,0.0201864815,529.7077033393,0.5793417495,529.7080201525,0.0010937004,0.0050144736,1.0038371172e-5,0.5759587418,1.867601437,9.7895516397,NaN,NaN,NaN,NaN,23.9147620156,3.342,NaN,NaN,NaN,NaN,NaN,0.0602095742,3.3564623068e6,0,234.5975745985,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0024491077,NaN,NaN,NaN,NaN,0,2.0777554659,796.1628885707,332.5580198123,0.5,0.3859543
170.4413044736,567.4685668265,-20.0028732339,0.0204193665,20.0028738611,0.020419369,529.7102093112,0.579342158,529.7105261233,0.001093696,0.0050094142,1.0118959503e-5,0.5759587418,1.8676014375,9.7895823897,NaN,NaN,NaN,NaN,23.9147620156,3.342,NaN,NaN,NaN,NaN,NaN,0.0601720904,3.3576006154e6,0,234.6038794019,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0024478731,NaN,NaN,NaN,NaN,0,2.1428143869,797.1759641351,332.5974455185,0.5,0.3860881
170.9413044736,557.4696942889,-19.9926169165,0.0205126347,19.9926175429,0.0205126372,529.7127127467,0.5793425659,529.7130295578,0.0010936916,0.0050043281,1.0172064394e-5,0.5759587418,1.8676014379,9.7896131242,NaN,NaN,NaN,NaN,23.9147620156,3.342,NaN,NaN,NaN,NaN,NaN,0.0601342689,3.3587240371e6,0,234.6068448749,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0024466244,NaN,NaN,NaN,NaN,0,2.2078403156,798.1885259552,332.6368512313,0.5,0.3861649
171.4413044736,547.4759526594,-19.9823496016,0.02053463,19.9823502269,0.0205346325,529.7152136352,0.5793429731,529.7155304452,0.0010936872,0.0049992259,1.0204443915e-5,0.5759587418,1.8676014384,9.7896438431,NaN,NaN,NaN,NaN,23.9147620156,3.342,NaN,NaN,NaN,NaN,NaN,0.0600963199,3.3598385454e6,0,234.6081055013,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0024453699,NaN,NaN,NaN,NaN,0,2.2728329871,799.2005699047,332.6762367902,0.5,0.3862412
171.9413044736,537.487342898,-19.9720894441,0.020520315,19.9720900685,0.0205203175,529.7177119705,0.5793433798,529.7180287795,0.0010936828,0.0049941153,1.0221201646e-5,0.5759587418,1.8676014389,9.7896745464,NaN,NaN,NaN,NaN,23.9147620156,3.342,NaN,NaN,NaN,NaN,NaN,0.0600583504,3.3609471999e6,0,234.6084974011,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002444114,NaN,NaN,NaN,NaN,0,2.3377923077,800.2120945252,332.7156021385,0.5,0.3863163
172.4413044736,527.5038591215,-19.9618456617,0.0204875648,19.9618462851,0.0204875674,529.7202077498,0.5793437858,529.7205245578,0.0010936784,0.0049890022,1.0226193059e-5,0.5759587418,1.8676014393,9.789705234,NaN,NaN,NaN,NaN,23.9147620156,3.342,NaN,NaN,NaN,NaN,NaN,0.0600204151,3.3620515691e6,0,234.6084480539,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0024428591,NaN,NaN,NaN,NaN,0,2.4027182712,801.2230997195,332.7549472723,0.5,0.3863917
172.9413044736,517.5254919799,-19.951622905,0.0204455133,19.9516235275,0.0204455158,529.7227009731,0.5793441912,529.72301778,0.001093674,0.004983891,1.022233134e-5,0.5759587418,1.8676014398,9.7897359061,NaN,NaN,NaN,NaN,23.9147620156,3.342,NaN,NaN,NaN,NaN,NaN,0.0599825416,3.3631524586e6,0,234.6081758939,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0024416061,NaN,NaN,NaN,NaN,0,2.4676109157,802.233586083,332.7942722149,0.5,0.3864688
173.4413044736,507.5522303805,-19.9414234926,0.0203988249,19.9414241141,0.0203988274,529.7251916421,0.579344596,529.7255084479,0.0010936697,0.0049787851,1.0211817865e-5,0.5759587418,1.8676014403,9.7897665626,NaN,NaN,NaN,NaN,23.9147620156,3.342,NaN,NaN,NaN,NaN,NaN,0.0599447439,3.3642502841e6,0,234.6077924724,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0024403557,NaN,NaN,NaN,NaN,0,2.5324703021,803.2435545623,332.8335770031,0.5,0.3865466
173.9413044736,497.5840623692,-19.9312485525,0.0203498802,19.9312491731,0.0203498828,529.7276797601,0.5793450001,529.7279965649,0.0010936653,0.004973687,1.0196316113e-5,0.5759587418,1.8676014407,9.7897972035,NaN,NaN,NaN,NaN,23.9147620156,3.342,NaN,NaN,NaN,NaN,NaN,0.0599070288,3.3653452622e6,0,234.6073547212,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0024391082,NaN,NaN,NaN,NaN,0,2.5972965025,804.25300628,332.8728616805,0.5,0.3867067
174.4413044736,487.6209755796,-19.9210986058,0.0202998933,19.9210992255,0.0202998958,529.7301653314,0.5793454037,529.7304821352,0.0010936609,0.0049685984,1.0177082995e-5,0.5759587418,1.8676014412,9.789827829,NaN,NaN,NaN,NaN,23.9147620156,3.342,NaN,NaN,NaN,NaN,NaN,0.0598693998,3.3664375077e6,0,234.6068916737,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0024378637,NaN,NaN,NaN,NaN,0,2.6620895946,805.2619424461,332.9121262943,0.5,0.3867956
174.9413044736,477.662957462,-19.9109738646,0.0202494826,19.9109744832,0.0202494851,529.7326483612,0.5793458066,529.7329651639,0.0010936565,0.0049635209,1.0155068098e-5,0.5759587418,1.8676014417,9.789858439,NaN,NaN,NaN,NaN,23.9147620156,3.342,NaN,NaN,NaN,NaN,NaN,0.0598318582,3.3675270833e6,0,234.6064181215,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0024366222,NaN,NaN,NaN,NaN,0,2.7268496587,806.2703643122,332.9513708932,0.5,0.3868788
175.4413044736,467.7099954001,-19.9008743832,0.0201989627,19.9008750009,0.0201989652,529.7351288553,0.5793462089,529.7354456569,0.0010936522,0.0049584554,1.013098869e-5,0.5759587418,1.8676014421,9.7898890335,NaN,NaN,NaN,NaN,23.9147620156,3.342,NaN,NaN,NaN,NaN,NaN,0.0597944049,3.3686140253e6,0,234.6059415895,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0024353838,NaN,NaN,NaN,NaN,0,2.7915767765,807.2782731486,332.9905955266,0.5,0.3869608
175.9413044736,457.7620767701,-19.8908001366,0.0201484933,19.8908007533,0.0201484958,529.7376068198,0.5793466106,529.7379236204,0.0010936478,0.0049534027,1.0105386435e-5,0.5759587418,1.8676014426,9.7899196127,NaN,NaN,NaN,NaN,23.9147620156,3.342,NaN,NaN,NaN,NaN,NaN,0.0597570397,3.3696983563e6,0,234.6054658961,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0024341485,NaN,NaN,NaN,NaN,0,2.8562710299,808.2856702323,333.0298002441,0.5,0.3870425
176.4413044736,447.8191889712,-19.8807510591,0.020098155,19.8807516749,0.0200981575,529.7400822612,0.5793470116,529.7403990608,0.0010936435,0.0049483634,1.0078670269e-5,0.5759587418,1.867601443,9.7899501765,NaN,NaN,NaN,NaN,23.9147620156,3.342,NaN,NaN,NaN,NaN,NaN,0.0597197627,3.3707800921e6,0,234.6049929712,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0024329163,NaN,NaN,NaN,NaN,0,2.920932501,809.2925568409,333.0689850956,0.5,0.3871251
176.9413044736,437.8813194402,-19.870727065,0.0200479882,19.8707276799,0.0200479907,529.7425551865,0.5793474121,529.742871985,0.0010936391,0.0049433378,1.0051148824e-5,0.5759587418,1.8676014435,9.789980725,NaN,NaN,NaN,NaN,23.9147620156,3.342,NaN,NaN,NaN,NaN,NaN,0.0596825736,3.371859245e6,0,234.6045237821,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0024316871,NaN,NaN,NaN,NaN,0,2.9855612717,810.2989342498,333.1081501306,0.5,0.3872182
177.4413044736,427.9484556593,-19.8607280586,0.0199980128,19.8607286725,0.0199980153,529.7450256025,0.5793478119,529.7453424,0.0010936348,0.0049383263,1.0023054935e-5,0.5759587418,1.867601444,9.7900112582,NaN,NaN,NaN,NaN,23.9147620156,3.342,NaN,NaN,NaN,NaN,NaN,0.059645472,3.3729358254e6,0,234.6040588063,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0024304611,NaN,NaN,NaN,NaN,0,3.0501574236,811.3048037308,333.1472953987,0.5,0.3872985
177.9413044736,418.0205851598,-19.8507539394,0.0199482385,19.8507545524,0.019948241,529.7474935163,0.5793482112,529.7478103127,0.0010936304,0.004933329,9.994564173e-6,0.5759587418,1.8676014444,9.7900417762,NaN,NaN,NaN,NaN,23.9147620156,3.342,NaN,NaN,NaN,NaN,NaN,0.0596084577,3.3740098426e6,0,234.6035982719,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0024292381,NaN,NaN,NaN,NaN,0,3.1147210382,812.3101665507,333.1864209492,0.5,0.3873733
178.4413044736,408.0976955238,-19.8408046047,0.0198986692,19.8408052168,0.0198986717,529.749958935,0.5793486098,529.7502757304,0.0010936261,0.0049283461,9.9658088511e-6,0.5759587418,1.8676014449,9.7900722789,NaN,NaN,NaN,NaN,23.9147620156,3.342,NaN,NaN,NaN,NaN,NaN,0.0595715303,3.3750813056e6,0,234.6031422807,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0024280181,NaN,NaN,NaN,NaN,0,3.1792521965,813.3150239716,333.2255268311,0.5,0.3874484
178.9413044736,398.1797743848,-19.8308799514,0.0198493067,19.8308805625,0.0198493092,529.7524218659,0.5793490078,529.7527386603,0.0010936218,0.0049233776,9.9368886121e-6,0.5759587418,1.8676014454,9.7901027666,NaN,NaN,NaN,NaN,23.9147620156,3.342,NaN,NaN,NaN,NaN,NaN,0.0595346894,3.3761502231e6,0,234.6026908697,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0024268012,NaN,NaN,NaN,NaN,0,3.2437509791,814.3193772504,333.2646130933,0.5,0.3875222
179.4413044736,388.2668094279,-19.8209798759,0.019800151,19.8209804861,0.0198001535,529.7548823162,0.5793494052,529.7551991095,0.0010936174,0.0049184237,9.9078784273e-6,0.5759587418,1.8676014458,9.7901332391,NaN,NaN,NaN,NaN,23.9147620156,3.342,NaN,NaN,NaN,NaN,NaN,0.0594979347,3.3772166036e6,0,234.6022440437,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0024255872,NaN,NaN,NaN,NaN,0,3.3082174665,815.3232276388,333.3036797847,0.5,0.3875987
179.9413044736,378.3587883902,-19.8111042751,0.0197512016,19.8111048844,0.0197512041,529.7573402932,0.579349802,529.7576570855,0.0010936131,0.0049134843,9.8788346422e-6,0.5759587418,1.8676014463,9.7901636965,NaN,NaN,NaN,NaN,23.9147620156,3.342,NaN,NaN,NaN,NaN,NaN,0.0594612658,3.3782804555e6,0,234.601801791,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0024243763,NaN,NaN,NaN,NaN,0,3.3726517387,816.3265763832,333.3427269537,0.5,0.3876771
180.4413044736,368.4556990599,-19.8012530462,0.0197024577,19.8012536546,0.0197024602,529.7597958041,0.5793501982,529.7601125953,0.0010936088,0.0049085594,9.8497995418e-6,0.5759587418,1.8676014467,9.7901941388,NaN,NaN,NaN,NaN,23.9147620156,3.342,NaN,NaN,NaN,NaN,NaN,0.0594246824,3.3793417871e6,0,234.6013640915,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0024231684,NaN,NaN,NaN,NaN,0,3.4370538755,817.3294247248,333.3817546485,0.5,0.3877593
180.9413044736,358.5575292766,-19.7914260871,0.0196539182,19.7914266946,0.0196539206,529.7622488561,0.5793505939,529.7625656464,0.0010936045,0.004903649,9.8208048008e-6,0.5759587418,1.8676014472,9.7902245662,NaN,NaN,NaN,NaN,23.9147620156,3.342,NaN,NaN,NaN,NaN,NaN,0.0593881841,3.3804006067e6,0,234.6009309213,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0024219635,NaN,NaN,NaN,NaN,0,3.5014239561,818.3317738997,333.4207629174,0.5,0.3878556
181.4413044736,348.6642669308,-19.7816232961,0.0196055819,19.7816239027,0.0196055844,529.7646994566,0.5793509889,529.7650162458,0.0010936002,0.004898753,9.7918740877e-6,0.5759587418,1.8676014477,9.7902549786,NaN,NaN,NaN,NaN,23.9147620156,3.342,NaN,NaN,NaN,NaN,NaN,0.0593517706,3.3814569225e6,0,234.6005022542,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0024207615,NaN,NaN,NaN,NaN,0,3.5657620597,819.3336251386,333.4597518082,0.5,0.3879349
181.9413044736,338.7758999637,-19.7718445723,0.0195574478,19.7718451779,0.0195574502,529.7671476127,0.5793513833,529.7674644009,0.0010935958,0.0048938715,9.7630250316e-6,0.5759587418,1.8676014481,9.790285376,NaN,NaN,NaN,NaN,23.9147620156,3.342,NaN,NaN,NaN,NaN,NaN,0.0593154415,3.3825107426e6,0,234.6000780634,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0024195625,NaN,NaN,NaN,NaN,0,3.630068265,820.3349796674,333.4987213686,0.5,0.3880226
182.4413044736,328.8924163668,-19.762089815,0.0195095146,19.7620904197,0.019509517,529.7695933317,0.5793517771,529.7699101188,0.0010935915,0.0048890044,9.7342707074e-6,0.5759587418,1.8676014486,9.7903157585,NaN,NaN,NaN,NaN,23.9147620156,3.342,NaN,NaN,NaN,NaN,NaN,0.0592791965,3.3835620753e6,0,234.5996583218,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0024183664,NaN,NaN,NaN,NaN,0,3.6943426502,821.3358387064,333.537671646,0.5,0.3880998
182.9413044736,319.013804182,-19.7523589244,0.0194617811,19.7523595283,0.0194617835,529.7720366206,0.5793521704,529.7723534067,0.0010935872,0.0048841516,9.7056207563e-6,0.5759587418,1.867601449,9.7903461262,NaN,NaN,NaN,NaN,23.9147620156,3.342,NaN,NaN,NaN,NaN,NaN,0.0592430352,3.3846109287e6,0,234.5992430019,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0024171733,NaN,NaN,NaN,NaN,0,3.7585852936,822.3362034711,333.5766026879,0.5,0.3881746
183.4413044736,309.1400515006,-19.7426518013,0.0194142462,19.7426524043,0.0194142486,529.7744774867,0.579352563,529.7747942718,0.0010935829,0.004879313,9.6770822316e-6,0.5759587418,1.8676014495,9.7903764791,NaN,NaN,NaN,NaN,23.9147620156,3.342,NaN,NaN,NaN,NaN,NaN,0.0592069573,3.3856573107e6,0,234.5988320766,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002415983,NaN,NaN,NaN,NaN,0,3.8227962728,823.336075172,333.6155145413,0.5,0.388249
183.9413044736,299.2711464635,-19.7329683469,0.0193669088,19.732968949,0.0193669112,529.7769159372,0.5793529551,529.7772327212,0.0010935786,0.0048744887,9.648660237e-6,0.5759587418,1.8676014499,9.7904068171,NaN,NaN,NaN,NaN,23.9147620156,3.342,NaN,NaN,NaN,NaN,NaN,0.0591709625,3.3867012294e6,0,234.5984255188,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0024147957,NaN,NaN,NaN,NaN,0,3.8869756652,824.3354550143,333.6544072531,0.5,0.3883234
# Event RECOVERY_DEVICE_DEPLOYMENT occurred at t=183.942 seconds
184.4413044736,289.407077261,-19.7233084632,0.0193197676,19.7233090643,0.01931977,529.7793519789,0.5793533466,529.779668762,0.0010935744,0.0048696785,9.620358408e-6,0.5759587418,1.8676014504,9.7904371404,NaN,NaN,NaN,NaN,23.9147620156,3.342,NaN,NaN,NaN,NaN,NaN,0.0591350503,3.3877426929e6,0,234.5980233016,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0024136113,NaN,NaN,NaN,NaN,0,3.951123548,825.3343441984,333.6932808701,0.5,0.3884196
184.4471120991,289.2939839054,-19.2231962764,86.1130238267,19.2231968623,86.1130264526,529.7793799016,0.579353351,529.7796966846,0.0010935743,0.0047461729,0.0212661117,0.5759587418,1.8676014504,9.790467449,NaN,NaN,NaN,NaN,23.9147620156,3.342,NaN,NaN,NaN,NaN,NaN,0.0590992205,3.3044688863e6,0,2293.5092544705,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0024124298,NaN,NaN,NaN,NaN,0,4.0152399978,826.3327439195,333.7321354387,0.0058076254,0.3886598
184.4483218056,289.2707889743,-19.1248324112,81.3121692883,19.1248329941,81.3121717829,529.7793856283,0.579353352,529.7797024113,0.0010935743,0.0047218072,0.0201418198,0.5759587418,1.8676014504,9.7904677965,NaN,NaN,NaN,NaN,23.9147620156,3.342,NaN,NaN,NaN,NaN,NaN,0.0576005999,3.2875900831e6,0,2178.6979651616,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0023512592,NaN,NaN,NaN,NaN,0,4.0159751046,826.3441907547,333.7325809134,0.0012097066,0.3888159
184.4496229287,289.2459732552,-19.0202449827,80.3824289645,19.0202455624,80.3824314337,529.7793917551,0.579353353,529.7797085381,0.0010935743,0.0046958838,0.0199239235,0.5759587418,1.8676014504,9.7904678678,NaN,NaN,NaN,NaN,23.9147620156,3.342,NaN,NaN,NaN,NaN,NaN,0.0573058456,3.269617442e6,0,2156.4634475356,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002339228,NaN,NaN,NaN,NaN,0,4.0161258717,826.3465384484,333.7326722782,0.001301123,0.3889441
184.4509461009,289.2208757005,-18.9151863078,79.3990928955,18.9151868842,79.3990953378,529.7793979513,0.5793533539,529.7797147343,0.0010935743,0.0046698259,0.0196934604,0.5759587418,1.8676014504,9.790467944,NaN,NaN,NaN,NaN,23.9147620156,3.342,NaN,NaN,NaN,NaN,NaN,0.0569924421,3.2515641499e6,0,2132.9472004918,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0023264355,NaN,NaN,NaN,NaN,0,4.0162871738,826.3490501914,333.7327700273,0.0013231722,0.3890566
184.4522930602,289.1954688493,-18.8095621296,78.4167527837,18.8095627028,78.4167551991,529.7794042237,0.579353355,529.7797210067,0.0010935743,0.0046436097,0.019463222,0.5759587418,1.8676014504,9.7904680212,NaN,NaN,NaN,NaN,23.9147620156,3.342,NaN,NaN,NaN,NaN,NaN,0.0566776265,3.2334136475e6,0,2109.4547715494,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0023135854,NaN,NaN,NaN,NaN,0,4.0164503079,826.3515904607,333.7328688866,0.0013469593,0.389151
184.4536645068,289.1697453621,-18.7033647031,77.4346078357,18.7033652731,77.4346102242,529.7794105741,0.579353356,529.7797273571,0.0010935743,0.0046172327,0.0192330205,0.5759587418,1.8676014504,9.7904680992,NaN,NaN,NaN,NaN,23.9147620156,3.342,NaN,NaN,NaN,NaN,NaN,0.0563611164,3.2151646087e6,0,2085.967009923,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0023006661,NaN,NaN,NaN,NaN,0,4.0166154525,826.3541620356,333.7329689642,0.0013714466,0.3892453
184.4550611873,289.1436973058,-18.5965847419,76.452674953,18.5965853085,76.4526773147,529.7794170044,0.579353357,529.7797337874,0.0010935742,0.0045906918,0.0190028595,0.5759587418,1.8676014504,9.7904681783,NaN,NaN,NaN,NaN,23.9147620156,3.342,NaN,NaN,NaN,NaN,NaN,0.0560428886,3.1968154369e6,0,2062.484319812,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0022876767,NaN,NaN,NaN,NaN,0,4.0167826551,826.3567656591,333.733070289,0.0013966805,0.3893406
